,external_id,Bill,last_scraped_at
0,HR 817,,2021-03-08 10:57:33.967511
1,HR 2374,,2022-03-03 10:07:29.198421
2,HR 2375,,2022-03-03 10:07:29.198421
3,HR 2400,,2022-03-03 10:07:29.198421
4,HR 2376,,2022-03-03 10:07:29.198421
